text,annotation task,number of annotations,annotations,annotators,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain
TIME FOR VOTER ID! <url>,offensiveness detection,5,"0,0,0,0,0","Ann779,Ann200,Ann283,Ann514,Ann206",en,0,train,1.0,0.0,Covid-19
"<user> <user> <user> <user> Neil what about the murals and many artistic creations depicting George Floyd, calling the man a hero, would you remove these and furthermore a statue in his name? I do disagree about Bristol English Patriotism is lower than American and this guy was more unknown than Washington.",offensiveness detection,5,"0,0,0,1,1","Ann149,Ann428,Ann755,Ann474,Ann757",en,0,train,0.6,0.4,BLM
<user> U go to jail in 5 days <url>,offensiveness detection,5,"0,0,1,0,1","Ann425,Ann82,Ann149,Ann192,Ann379",en,0,train,0.6,0.4,Elections2020
<user> would like people coming to Chicago from Iowa to voluntarily quarantine.  There's no longer anything going on in #Chicago worth waiting two weeks for.  <user> urban tyrannies will collapse of their own idiocy. <url>,offensiveness detection,5,"0,0,0,0,0","Ann200,Ann768,Ann669,Ann232,Ann21",en,0,train,1.0,0.0,Covid-19
<user> <user> Don’t fuck with Anonymous.,offensiveness detection,5,"1,0,1,1,1","Ann672,Ann121,Ann770,Ann29,Ann274",en,1,train,0.2,0.8,BLM
Sometimes the best way to fight anti state libertarian narcissists is to give them the freedom and liberty to expedite their own deaths while allow us Freedom and Liberty  to deny  Covid Deniers healthcare! Clean up the gene pool from degenerate sociopaths.,offensiveness detection,5,"0,1,1,1,0","Ann741,Ann402,Ann515,Ann369,Ann669",en,1,train,0.4,0.6,Covid-19
<user> <user> Who cares how people want to identify themselves as. Why is the right so intolerant to rights and freedom?,offensiveness detection,5,"0,0,0,0,0","Ann779,Ann334,Ann730,Ann774,Ann149",en,0,train,1.0,0.0,Elections2020
Shut tf up you fat hog,offensiveness detection,5,"1,1,1,1,1","Ann423,Ann598,Ann117,Ann237,Ann755",en,1,train,0.0,1.0,BLM
"<user> We’re in 2 wars now we just don’t say it openly &amp; call them by name.  1) Civil war between Freedom Lovers &amp; violent Socialists/Communist-Lite folks  2) China/CCP delivering ""harsh retaliation on USA"" they threatened on 12/4/20 w covid, weapons &amp; funding of riots, tiktok spying",offensiveness detection,5,"1,0,1,0,0","Ann779,Ann514,Ann511,Ann718,Ann477",en,0,train,0.6,0.4,Covid-19
Wut is dis hunny 🥴👀,offensiveness detection,5,"0,1,0,0,0","Ann493,Ann586,Ann616,Ann582,Ann241",en,0,train,0.8,0.2,BLM
Imagine voting for Trump 🤡 #TrumpVsBiden2020 #JoeBiden #Trump #Elections2020,offensiveness detection,5,"1,0,0,1,1","Ann42,Ann169,Ann212,Ann173,Ann779",en,1,train,0.4,0.6,Elections2020
<user> <user> <user> Wouldn't they have to have a record to run on? Something other than mistreating the black community?,offensiveness detection,5,"0,0,0,0,1","Ann490,Ann425,Ann104,Ann149,Ann379",en,0,train,0.8,0.2,Elections2020
"<user> your another money hungry dog, y'all would sell ya soul to the devil for the right amount. You don't care about America, you will be the Death of it",offensiveness detection,5,"1,0,1,1,1","Ann64,Ann517,Ann20,Ann793,Ann655",en,1,train,0.2,0.8,Elections2020
<user> <user> <user> Donald John Trump MURDERED my DEAR Mother. My mom didn’t have to die from COVID-19. <url>,offensiveness detection,5,"0,1,1,1,1","Ann232,Ann555,Ann681,Ann456,Ann768",en,1,train,0.2,0.8,Covid-19
<user> <user> <user> <user> Yep even when the mom had a protective order bc he punched her in the face.,offensiveness detection,5,"0,0,1,1,0","Ann779,Ann188,Ann546,Ann425,Ann459",en,0,train,0.6,0.4,Elections2020
<user> better version here  <url>,offensiveness detection,5,"0,0,0,0,0","Ann373,Ann419,Ann245,Ann29,Ann274",en,0,train,1.0,0.0,BLM
People on Facebook are sharing the video saying they don’t support the movement of George Floyd. Basically because he was a criminal before this happened to him. It goes much deeper than just George Floyd. This is the tip of the ice burg. STOP SPREADING YOUR WHITE SUPREMACY.,offensiveness detection,5,"0,0,0,1,0","Ann487,Ann513,Ann451,Ann177,Ann201",en,0,train,0.8,0.2,BLM
Uncle Eddie is now touting on his fb to basically take bleach to cure your covid. What the hell happened to uncle Eddie? Who damaged you?,offensiveness detection,5,"0,0,1,0,1","Ann582,Ann88,Ann681,Ann369,Ann768",en,0,train,0.6,0.4,Covid-19
Stonewall was a riot.,offensiveness detection,5,"0,0,0,0,0","Ann443,Ann513,Ann338,Ann534,Ann708",en,0,train,1.0,0.0,BLM
"Yesterday, I posted this thread and some were confused as to why I would call those who wear masks or take other precautions against COVID ""weaker brethren"". Allow me to clarify. First, I do not consider them weaker brethren. I was making use of a hypothetical.",offensiveness detection,5,"0,0,0,0,1","Ann107,Ann313,Ann440,Ann252,Ann283",en,0,train,0.8,0.2,Covid-19
"EXACTLY, justice needs to be served! Derek Chauvin murdered George Floyd when he didnt even resisting arrest. <url>",offensiveness detection,5,"0,0,0,0,0","Ann5,Ann625,Ann616,Ann755,Ann472",en,0,train,1.0,0.0,BLM
<user> Covid is not as deadly as the media claims,offensiveness detection,5,"0,0,0,0,1","Ann632,Ann200,Ann73,Ann779,Ann500",en,0,train,0.8,0.2,Covid-19
<user> Are you f***ing kidding me? Your the worthless piece of Shit that sold us out once!!!,offensiveness detection,5,"1,1,1,1,1","Ann334,Ann588,Ann377,Ann573,Ann149",en,1,train,0.0,1.0,Elections2020
"<user> Thank God he didn’t follow you and Obama’s pandemic plan, not that you had one you waited for 6 months and after 1M people had been infected with the H1N1 virus",offensiveness detection,5,"0,0,0,0,0","Ann370,Ann517,Ann463,Ann779,Ann656",en,0,train,1.0,0.0,Elections2020
"<user> Better to demoralize cops than murder the people they are supposed to serve.  If they and you aren't willing to admit there's a problem, we need to get rid of you both.  #BlackLivesMatter #VoteBlueToSaveAmerica",offensiveness detection,5,"0,1,0,0,1","Ann731,Ann25,Ann377,Ann274,Ann328",en,0,train,0.6,0.4,BLM
"Just in case you needed to hear your daily trump rant, let’s discuss 10 horrible things done by Trump so far. #Elections2020 <url>",offensiveness detection,5,"0,0,0,0,1","Ann118,Ann811,Ann721,Ann656,Ann779",en,0,train,0.8,0.2,Elections2020
<user> You are a lying criminal.,offensiveness detection,5,"1,1,1,0,0","Ann805,Ann88,Ann779,Ann721,Ann0",en,1,train,0.4,0.6,Elections2020
Book burning coming next... Communists!!,offensiveness detection,5,"1,1,1,0,1","Ann422,Ann682,Ann501,Ann236,Ann708",en,1,train,0.2,0.8,BLM
You used to sniff coke and smoke dope in Stamford sis ... and get fucked by known racists because you hate your self ... Let’s not talk about the past here because you once were a literal fiend who used OUR oppression for a pay check and fame .,offensiveness detection,5,"1,1,1,1,1","Ann163,Ann443,Ann501,Ann274,Ann328",en,1,train,0.0,1.0,BLM
"<user> <user> <user> As a Floridian, I have ptsd from Bush V Gore. I’m staying cautious",offensiveness detection,5,"0,0,0,0,0","Ann85,Ann517,Ann721,Ann656,Ann779",en,0,train,1.0,0.0,Elections2020
"No Leigh Sales the question is, 'What the heck is #auspol trying to achieve?'  If we never expose our population to #covid19 we'll remain a dying island at the bottom of the world, slowly going broke. Politicians have driven the us made with irrational fear to save their careers. <url>",offensiveness detection,5,"1,0,0,0,0","Ann779,Ann514,Ann546,Ann422,Ann718",en,0,train,0.8,0.2,Covid-19
nah this shit really funny,offensiveness detection,5,"0,0,0,0,1","Ann740,Ann521,Ann419,Ann274,Ann701",en,0,train,0.8,0.2,BLM
Trump did more than lie. He actively covered up the truth.,offensiveness detection,5,"0,0,0,0,1","Ann582,Ann522,Ann779,Ann514,Ann90",en,0,train,0.8,0.2,Covid-19
Trying to educate Trump supporters is like trying to talk to a brick wall. How can you say he didn’t rape anyone &amp; there’s no proof when anonymous literally gave pages of cases from families that he paid off to keep quiet? I’ll never learn why people support him,offensiveness detection,5,"0,1,0,0,1","Ann125,Ann787,Ann706,Ann29,Ann39",en,0,train,0.6,0.4,BLM
B L A C K   L I V E S   M A T T E R  Get Up - Stand Up - For Your Rights  Don’t Give Up The Fight! ✊🏽✊🏿✊🏽✊🏾✊🏽 #BlackLivesMatter #TransLivesMatter #BLDPWR #DefundThePOLICE <url>,offensiveness detection,5,"0,0,0,1,0","Ann443,Ann29,Ann338,Ann39,Ann708",en,0,train,0.8,0.2,BLM
"All these people take pride in evil, and their government made it a part of their cultural identity after a few hundred years of repeating the same lies. Too bad they don't see it, and if they do, they'll deserve what they get.",offensiveness detection,5,"0,0,0,1,0","Ann117,Ann65,Ann443,Ann338,Ann708",en,0,train,0.8,0.2,BLM
Oh lord help us!  #Trump2020,offensiveness detection,5,"0,0,0,0,0","Ann88,Ann517,Ann345,Ann149,Ann573",en,0,train,1.0,0.0,Elections2020
Do not compare covid to the swine flu OH MY GOD,offensiveness detection,5,"0,0,0,1,1","Ann402,Ann517,Ann194,Ann500,Ann288",en,0,train,0.6,0.4,Covid-19
"After Cal Poly college student Peyton Curtis was forced to return home to the family ranch in Ritzville amid the coronavirus pandemic, she saw an opportunity to launch The Herd, a ranch-to-table boxed-beef business. <url>",offensiveness detection,5,"0,0,0,0,0","Ann200,Ann448,Ann768,Ann582,Ann206",en,0,train,1.0,0.0,Covid-19
Wow. This is truly the last 6 months in 30 seconds or less.,offensiveness detection,5,"0,0,0,0,0","Ann501,Ann443,Ann428,Ann708,Ann117",en,0,train,1.0,0.0,BLM
There is no bottom to how low Trump will go. This may be the most disgusting thing from him yet. And that's saying something.,offensiveness detection,5,"0,0,0,0,0","Ann794,Ann419,Ann29,Ann501,Ann236",en,0,train,1.0,0.0,BLM
"Serious question: is anyone defending the cop who kept his knee on George Floyd? All I see is a sadistic act.  I don't like to pop off about Internet video, which are often found to be lacking in context, but I'm not seeing a way t interpret this as anything else.",offensiveness detection,5,"0,0,1,0,0","Ann632,Ann411,Ann225,Ann507,Ann512",en,0,train,0.8,0.2,BLM
<user> <user> <user> <user> I honestly don;t know how he gets away saying the things he does about his CIC! This is unbecoming behavior from an officer. I still question how the hell he became a Colonel.,offensiveness detection,5,"0,0,0,0,0","Ann515,Ann42,Ann463,Ann656,Ann41",en,0,train,1.0,0.0,Elections2020
There's something wrong with the American system!#BlackLivesMatter <url>,offensiveness detection,5,"0,0,0,0,0","Ann632,Ann649,Ann65,Ann443,Ann501",en,0,train,1.0,0.0,BLM
"I hate yt people so so much. They think they can say whatever they want bc of their privilege and get away with it by whipping out their phones, and they do. Smfh someone wipe out their race pls.",offensiveness detection,5,"0,0,0,1,1","Ann200,Ann514,Ann334,Ann232,Ann240",en,0,train,0.6,0.4,Covid-19
Does a bunch of white liberals killing an unarmed black man with a Confederate statue count as a racial hate crime?  Asking for a friend. #BlackLivesMatter,offensiveness detection,5,"0,0,1,1,1","Ann306,Ann496,Ann245,Ann274,Ann328",en,1,train,0.4,0.6,BLM
<user> Socialists never ask for money from the public lol!,offensiveness detection,5,"0,0,0,0,0","Ann641,Ann370,Ann149,Ann730,Ann774",en,0,train,1.0,0.0,Elections2020
"All these kids are already dead , in a few months their parents going to murder them , with the covid19 mutation shot 💉💉🧬💉🧬💉🧬 mutilation shot 💉💉🧬💉🧬💉🧬",offensiveness detection,5,"0,1,1,0,1","Ann200,Ann240,Ann162,Ann514,Ann379",en,1,train,0.4,0.6,Covid-19
<user> We already decided. Hang it up.  Why are you still trying to get money? Why did we stop counting?,offensiveness detection,5,"0,0,0,0,0","Ann779,Ann238,Ann104,Ann774,Ann713",en,0,train,1.0,0.0,Elections2020
WIRED UP to cheat!! <user> <user> <user> The man is a walking time bomb!,offensiveness detection,5,"1,1,0,1,0","Ann425,Ann85,Ann713,Ann379,Ann149",en,1,train,0.4,0.6,Elections2020
"Day 3: Janelle Monáe Queer, pansexual, singer, songwriter, rapper, producer, actor, fashion icon  #BIPOCpride ✊🏾🏳️‍🌈 #blacklivesmatter Watch Q.U.E.E.N. feat. Erykah Badu <url> <url>",offensiveness detection,5,"0,0,0,0,0","Ann129,Ann616,Ann582,Ann245,Ann593",en,0,train,1.0,0.0,BLM
WHAT???!!!!,offensiveness detection,5,"1,0,0,0,0","Ann689,Ann294,Ann632,Ann305,Ann368",en,0,train,0.8,0.2,BLM
<user> <user> It isn't over til the fat con artist sings,offensiveness detection,5,"1,1,0,0,1","Ann517,Ann418,Ann774,Ann149,Ann379",en,1,train,0.4,0.6,Elections2020
<user> <user> <user> A couple of losers #FartingTrunalimunumaprzure,offensiveness detection,5,"1,0,0,1,1","Ann815,Ann769,Ann104,Ann379,Ann713",en,1,train,0.4,0.6,Elections2020
<user> #COVID19 has reduced to tatters the illusion of American exceptionalism with a dysfunctional government and incompetent #Trump who is a complete fraud  #TrumpFailed,offensiveness detection,5,"0,0,0,0,0","Ann200,Ann768,Ann517,Ann669,Ann515",en,0,train,1.0,0.0,Covid-19
Workin on a lil sumn #BlackLivesMatter <url>,offensiveness detection,5,"0,0,0,0,0","Ann305,Ann117,Ann138,Ann513,Ann274",en,0,train,1.0,0.0,BLM
<user> Enough said. <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <url>,offensiveness detection,5,"0,0,0,0,0","Ann88,Ann60,Ann315,Ann572,Ann149",en,0,train,1.0,0.0,Elections2020
"""His feelings at the end are so true. Stop falsely correlating the two parties. Stop normalizing bad behavior by saying """"well the other guy does this"""". Start calling these pieces of shit out. Do. Something.""",offensiveness detection,5,"0,0,1,1,0","Ann200,Ann555,Ann390,Ann681,Ann669",en,0,train,0.6,0.4,Covid-19
This is a protest is it?? Causing a horse to bolt and seriously injuring a woman policewoman. This isn’t a protest. It’s absolutely disgusting!!,offensiveness detection,5,"0,0,0,0,0","Ann204,Ann618,Ann447,Ann674,Ann274",en,0,train,1.0,0.0,BLM
<user> Covid is fake,offensiveness detection,5,"1,1,0,0,1","Ann682,Ann750,Ann514,Ann558,Ann64",en,1,train,0.4,0.6,Covid-19
Yikes. The OC is bout to be a mess with angry Karens and Kevins! <url>,offensiveness detection,5,"0,0,0,0,1","Ann582,Ann517,Ann710,Ann514,Ann779",en,0,train,0.8,0.2,Covid-19
<user> <user> So it’s ok to destroy your city over it instead of holding a peaceful Protest? This is no longer about George Floyd! It’s turned into Anarchy.,offensiveness detection,5,"0,0,0,0,0","Ann794,Ann29,Ann501,Ann236,Ann229",en,0,train,1.0,0.0,BLM
They wear masks.,offensiveness detection,5,"0,0,0,0,0","Ann422,Ann266,Ann515,Ann538,Ann768",en,0,train,1.0,0.0,Covid-19
They just have their opinion and are too ignorant to even learn. What on earth makes you think your life is worth more than someone else's?! 😡Educate yourselves! Didn't want to rant but the blatant racism is disgusting and I'm so angry seeing it all over FB! #BlackLivesMatter,offensiveness detection,5,"0,1,0,0,0","Ann163,Ann553,Ann443,Ann501,Ann708",en,0,train,0.8,0.2,BLM
"<user> <user> I'm sorry, but your 47yr political career record doesn't support that statement.  People would have to be stupid to believe you'd change course now.",offensiveness detection,5,"1,0,0,0,0","Ann64,Ann576,Ann730,Ann310,Ann149",en,0,train,0.8,0.2,Elections2020
"<user> <user> Democrat/Communist/BLM Party are panicking! They are trying to tear down our Constitutional Republic!   This is a cultural revolution: Russia,Cuba,China taken over this way Patriotic Americans will vote them out November, their insanity will end! They want Covid/lock down Trump🇺🇸",offensiveness detection,5,"1,0,1,1,0","Ann408,Ann620,Ann257,Ann152,Ann36",en,1,train,0.4,0.6,Covid-19
Stop promoting Trudeau junior as anything but a complete failure who now needs to hide under Trudeau's skirt while bankrupting Canada for his Marxist ideology...,offensiveness detection,5,"0,1,1,0,0","Ann499,Ann206,Ann269,Ann313,Ann515",en,0,train,0.6,0.4,Covid-19
Again with this fuck,offensiveness detection,5,"1,1,1,1,0","Ann779,Ann408,Ann200,Ann448,Ann768",en,1,train,0.2,0.8,Covid-19
<user> <user> Their families got rich which is something. They brought prosperity to their families &amp; henchmen.,offensiveness detection,5,"0,1,0,0,0","Ann425,Ann88,Ann149,Ann104,Ann774",en,0,train,0.8,0.2,Elections2020
<user> Or steal it; call it what you want. How do more people vote in WI than are registered? Asking for a friend. Please don’t have Kamala come after me.,offensiveness detection,5,"0,1,0,1,0","Ann334,Ann588,Ann88,Ann596,Ann723",en,0,train,0.6,0.4,Elections2020
<user> <user> <user> <user> <user> <user> I cant see the tweet.   <url> ,offensiveness detection,5,"0,0,0,0,0","Ann274,Ann443,Ann209,Ann29,Ann13",en,0,train,1.0,0.0,BLM
Live updates: Trump’s plan to address racism? A strong economy.   This cockroach person is about Fucking stupid.  <url> ,offensiveness detection,5,"1,1,1,1,1","Ann501,Ann535,Ann229,Ann582,Ann206",en,1,train,0.0,1.0,BLM
#COVID19 #COVIDIDIOTS #coronavirus is a fraud!,offensiveness detection,5,"1,1,1,1,1","Ann779,Ann200,Ann811,Ann240,Ann194",en,1,train,0.0,1.0,Covid-19
<user> Patriots are in control! Dont wear a mask! #pedophilia #joebiden #hunterbiden #ladygagawithdick #maliaobama #barack #brothermichellewithdick 🤮🤮,offensiveness detection,5,"0,1,1,1,1","Ann334,Ann779,Ann601,Ann573,Ann102",en,1,train,0.2,0.8,Elections2020
Am I horrible I love the Kim Guilfoyle girlfriend of Don junior just tested positive for covid-19,offensiveness detection,5,"1,0,1,0,1","Ann633,Ann200,Ann402,Ann293,Ann678",en,1,train,0.4,0.6,Covid-19
"Black &amp; racialized educators, parents, Ss, P/VPs across the system face similar barriers. How can the growing number of experiences of being Black in the TDSB &amp; facing #antiBlackracism be raised &amp; acted upon by way of an anti-Black climate review of the TDSB <user>",offensiveness detection,5,"0,0,0,0,0","Ann149,Ann428,Ann328,Ann419,Ann402",en,0,train,1.0,0.0,BLM
"The situation is getting dire for the ole pussy grabber and his Republiturds. Now these snowflakes are crying foul, not because of any real events, but because their feelings get hurt by the bad numbers on their screens. Destroyed by facts and logic. #Elections2020 #MAGA2020",offensiveness detection,5,"1,1,1,1,1","Ann254,Ann425,Ann53,Ann463,Ann779",en,1,train,0.0,1.0,Elections2020
"Damn! Sorry that happen to you, that really sucks! <url>",offensiveness detection,5,"0,1,0,0,0","Ann344,Ann200,Ann390,Ann768,Ann669",en,0,train,0.8,0.2,Covid-19
"""Their trouble and filled wit hate""  #BlackLivesMatter",offensiveness detection,5,"0,0,0,0,0","Ann149,Ann245,Ann30,Ann306,Ann740",en,0,train,1.0,0.0,BLM
"<user> NeverTrump cadaver: ""WEAR A FKG MASK, TRUMPTARDS!""  also: ""MaSKs dOn’T fKg WoRK!"" <url>",offensiveness detection,5,"1,1,0,1,1","Ann682,Ann344,Ann642,Ann515,Ann136",en,1,train,0.2,0.8,Covid-19
We need police brutality against innocent blacks to stop once and for all!!!!!!!! Justice for George Floyd - Sign the Petition! <url> via <user>,offensiveness detection,5,"0,0,0,0,0","Ann117,Ann513,Ann245,Ann447,Ann274",en,0,train,1.0,0.0,BLM
"You know what this right here is, <user> ? 👇👇 Bullshit 💯 bullshit, <user> Don’t get excited 🙏🇺🇸❤️ <url>",offensiveness detection,5,"1,1,1,1,1","Ann200,Ann316,Ann352,Ann558,Ann514",en,1,train,0.0,1.0,Covid-19
#liberals will go gaga about #BLACK_LIVES_MATTER  #MuslimLivesMatter  but conveniently ignore #SadhuLivesMatter What is this  hypocrisy. I still don't understand.,offensiveness detection,5,"0,0,0,0,1","Ann306,Ann245,Ann682,Ann25,Ann225",en,0,train,0.8,0.2,BLM
BIDEN COULDN'T GET A WORD IN!! NEXT TIME I PRAY THEY SHUT TRUMPS MIC. OFF WHEN ITS BIDEN TIME TO TALK. LAST NIGHT TRUMP MADE A FOOL OUT OF HIS SELF!!! WE CAN DO BETTER THAM LIEING TRUMP!!!,offensiveness detection,5,"1,1,1,0,0","Ann254,Ann682,Ann20,Ann779,Ann721",en,1,train,0.4,0.6,Elections2020
"How stupid is this!?*This is just an outright attack against our country. If these prisoners did receive the Coronavirus, at least they're already quarantined in prison. How utterly ridiculous TO RELEASE CRIMINALS! <url>",offensiveness detection,5,"1,0,0,0,0","Ann365,Ann408,Ann515,Ann313,Ann252",en,0,train,0.8,0.2,Covid-19
Portland: White Supremacists Arrested for Starting Minneapolis Black Riots <url>,offensiveness detection,5,"0,0,0,0,0","Ann163,Ann551,Ann682,Ann338,Ann225",en,0,train,1.0,0.0,BLM
This thread tho. Holy shit. 😳😷,offensiveness detection,5,"0,1,1,0,1","Ann85,Ann200,Ann390,Ann136,Ann273",en,1,train,0.4,0.6,Covid-19
C.R.E.A.M Covid Ruined everything around me 🤷🏾‍♀️😩,offensiveness detection,5,"0,0,0,0,0","Ann334,Ann220,Ann779,Ann514,Ann558",en,0,train,1.0,0.0,Covid-19
Trump goes on all-caps tear against the media as the ‘ENEMY OF THE PEOPLE’ during coronavirus reporting <url>,offensiveness detection,5,"0,0,0,1,0","Ann754,Ann772,Ann410,Ann252,Ann313",en,0,train,0.8,0.2,Covid-19
"Does this bleached Harvard Law gaslighting dipshit <user> know that assumption of the risk doesn’t work this way? An inherent risk of baseball is that you get hit with a ball. An inherent risk of attending a hate rally is that you become more of a Nazi, not that you get Covid.",offensiveness detection,5,"1,1,1,1,1","Ann582,Ann37,Ann466,Ann515,Ann369",en,1,train,0.0,1.0,Covid-19
"Good citizens of the United States, if #MAGA shows up at your polling place with guns, call 911 immediately.  Record the #MAGA at all times including during the arrival of and response by the police.   #StayStrongVoteBlue",offensiveness detection,5,"1,0,0,0,0","Ann334,Ann238,Ann149,Ann332,Ann104",en,0,train,0.8,0.2,Elections2020
#MAGAPATRIOTS can we flip this shit? Js. RT #MAGA <user>,offensiveness detection,5,"1,1,0,0,1","Ann779,Ann747,Ann104,Ann149,Ann379",en,1,train,0.4,0.6,Elections2020
<user> needs to arrest her NOW!!,offensiveness detection,5,"0,0,0,0,0","Ann517,Ann266,Ann779,Ann721,Ann311",en,0,train,1.0,0.0,Elections2020
🤍🤍🤍 LOVE U LIDZZZZ,offensiveness detection,5,"0,0,0,0,0","Ann149,Ann443,Ann474,Ann338,Ann708",en,0,train,1.0,0.0,BLM
"<user> <user> <user> Keep the faith... ""we have as many truck loads of ballots as we need. We’re good.""",offensiveness detection,5,"0,0,0,0,0","Ann82,Ann188,Ann779,Ann144,Ann415",en,0,train,1.0,0.0,Elections2020
Coronavirus not effecting Blacks folks.......Sorry not sorry🤷🏾‍♂️🤷🏾‍♂️,offensiveness detection,5,"0,1,0,1,0","Ann344,Ann460,Ann622,Ann779,Ann514",en,0,train,0.6,0.4,Covid-19
Is #GeorgeFloyd on a close casket tour?🙄  OPEN IT DAMNIT....I WANNA SEE!,offensiveness detection,5,"0,1,1,1,1","Ann551,Ann582,Ann781,Ann225,Ann512",en,1,train,0.2,0.8,BLM
WtF that cop needs to be locked up!,offensiveness detection,5,"0,1,1,0,0","Ann149,Ann428,Ann755,Ann30,Ann306",en,0,train,0.6,0.4,BLM
<user> I really hope you do.,offensiveness detection,5,"0,0,0,0,0","Ann425,Ann88,Ann149,Ann723,Ann64",en,0,train,1.0,0.0,Elections2020
"<user> What about the life of the woman and her entire household he threatened to shoot up? Or the 2nd woman's head he stuck a gun to? Or the person(s) he was threatening w/the knife when 911 was called? Or the cops he rushed w/knife in-hand? None of that matters, Joe? #WheresHunter",offensiveness detection,5,"1,0,1,0,1","Ann704,Ann88,Ann601,Ann149,Ann99",en,1,train,0.4,0.6,Elections2020
<user> <user> Better to be a deplorable chump than a Biden basement peudophile.,offensiveness detection,5,"1,1,1,1,1","Ann763,Ann88,Ann149,Ann713,Ann379",en,1,train,0.0,1.0,Elections2020
<user> <user> <user> <user> if he was trying to keep us safe how come he refused to stop white supremacy! Three times they asked and he refused!,offensiveness detection,5,"0,0,0,0,0","Ann641,Ann370,Ann62,Ann164,Ann779",en,0,train,1.0,0.0,Elections2020
"Mayor. I hope they cause the destruction  we see in Minneapolis.  Then ask the President  for Disaster Funds.  You Hypocrites.  I'm all fjr peaceful  protests and especially  where there  is a just cause. But Rioting,  Looting  abd Burning  cannot  be condoned.",offensiveness detection,5,"0,0,1,1,1","Ann343,Ann149,Ann443,Ann616,Ann501",en,1,train,0.4,0.6,BLM
We expect 12 months jail for horse attacking like White football fan. Known fact = people who are cruel to animals = will be cruel to people. #AllLivesMattter #HorsesLivesMatter #WhiteLivesMatter #BlackLivesMatter #blm <url>,offensiveness detection,5,"0,1,0,0,0","Ann598,Ann93,Ann237,Ann164,Ann665",en,0,train,0.8,0.2,BLM
"More from <user> PR: Dr. Desmond Carson admitted his frustration ""There is 134k people who have died in this country, but there was no response to try to stem that. Our rights are going to kill us, our rights to not wear a mask, that bullshit is going to kill us."" #COVID19",offensiveness detection,5,"0,0,1,0,1","Ann57,Ann582,Ann779,Ann90,Ann86",en,0,train,0.6,0.4,Covid-19
"<user> Hester Prynne wore a scarlet letter ""A"" but everyone in Boston knew it meant ""adulteress."" Y'all could've picked any other damn letter of the alphabet and let it be a running mystery. Instead, you maintained the status quo. #stillnotenough #artmatters #blacklivesmatter",offensiveness detection,5,"0,0,0,0,0","Ann632,Ann221,Ann406,Ann6,Ann274",en,0,train,1.0,0.0,BLM
Jesus will welcome me home. Sang y'all! #GeorgeFloyd #BlackLivesMatter,offensiveness detection,5,"0,0,0,0,0","Ann261,Ann794,Ann443,Ann27,Ann501",en,0,train,1.0,0.0,BLM
Fox News and their choice to push this CORONAVIRUS IS A HOAX messaging should be shut down by the FCC. This is beyond irresponsible and may be criminal. <url>,offensiveness detection,5,"0,0,0,0,0","Ann344,Ann464,Ann408,Ann718,Ann514",en,0,train,1.0,0.0,Covid-19
Why is George Floyd's memorial on every single Network including Fox is this a f****** joke.  There are many officers that killed white people Chinese people Spanish people this is a ploy to knock Trump down not going to happen Trump will win👇 BLACK BABY PROP. <url>,offensiveness detection,5,"0,0,1,1,1","Ann551,Ann25,Ann225,Ann328,Ann512",en,1,train,0.4,0.6,BLM
"Borderland Beat: Tijuana Man Denounces 2 Cops and Shows Off his Torture Wounds, Another Dies w a Cop's Foot on his Neck #qanon",offensiveness detection,5,"0,0,0,1,0","Ann117,Ann373,Ann672,Ann443,Ann341",en,0,train,0.8,0.2,BLM
spread the video❗️  #BlackLivesMatter  <url>,offensiveness detection,5,"0,0,0,0,0","Ann419,Ann755,Ann474,Ann146,Ann274",en,0,train,1.0,0.0,BLM
<user> <user> <user> <user> From your mouth to God's ear....🙏🏽🙏🏽🙏🏽,offensiveness detection,5,"0,0,0,0,0","Ann149,Ann64,Ann730,Ann104,Ann596",en,0,train,1.0,0.0,Elections2020
anything but the witches!,offensiveness detection,5,"0,0,0,0,0","Ann636,Ann419,Ann396,Ann274,Ann54",en,0,train,1.0,0.0,BLM
"Even comparing a 6x Felon 2 the amazing MLK is disgraceful&amp;Disgusting. He's also WRONG. Maybe worldwide, but not in America. I Lived thru those days; far many more blocks burned, in far many more cities. Far many more of us mourned too. THIS, &amp; THEN, Were NOT what MLK Prayed For. <url>",offensiveness detection,5,"0,0,0,1,0","Ann654,Ann513,Ann209,Ann177,Ann374",en,0,train,0.8,0.2,BLM
"President <user> leaves no one behind, like <user> and <user> #RememberBenghazi #13hours #Benghazi",offensiveness detection,5,"0,0,0,0,0","Ann779,Ann408,Ann149,Ann229,Ann236",en,0,train,1.0,0.0,Elections2020
"""pRoTesTinG doeSn’t WorK"" YES IT FUCKING DOES",offensiveness detection,5,"0,1,1,1,1","Ann423,Ann364,Ann428,Ann39,Ann681",en,1,train,0.2,0.8,BLM
this shit didn’t even exist before people heard about #BlackLivesMatter. the only reason shit like this gets brought up is because people are so scared of losing their privilege &amp; the thought of people who they deem inferior having the same rights as them scares them shitless.,offensiveness detection,5,"1,1,0,1,1","Ann689,Ann305,Ann129,Ann474,Ann328",en,1,train,0.2,0.8,BLM
"Ask why is everyone so upset with 200K dead from COVID-19 but tolerate 500K dead from smoking year after year, is it the tax money Gov't  gets ?",offensiveness detection,5,"0,1,0,1,0","Ann95,Ann438,Ann369,Ann344,Ann768",en,0,train,0.6,0.4,Covid-19
