instance_id,text,annotation task,number of annotations,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain,offensiveness,user_id,cleaned_text,cleaned_domain,community
8636,"Hillary gave a speech where she said of #MAGA:  ""You know, you didn’t like black people getting rights. You don’t like women, getting jobs. You don’t want to see that Indian-American succeeding more than you are."" She also called us a basket of deplorables.  She fell afterwards. <url>",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,774,"hillary gave a speech where she said of #maga: ""you know, you did not like black people getting rights. you do not like women, getting jobs. you do not want to see that indian-american succeeding more than you are."" she also called us a basket of deplorables. she fell afterwards.",elections2020,3
8639,The world is happy! Now all we gotta do is work together on covid and shoot the  racists trumpers/FoxNewsers into a drink.,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,811,the world is happy! now all we got to do is work together on covid and shoot the racists trumpers/foxnewsers into a drink.,covid-19,3
8639,The world is happy! Now all we gotta do is work together on covid and shoot the  racists trumpers/FoxNewsers into a drink.,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,0,763,the world is happy! now all we got to do is work together on covid and shoot the racists trumpers/foxnewsers into a drink.,covid-19,3
8642,"<user> <user> <user> I see Acosta retweeted. Is he paid by the DNC, or too stupid to ask for money for all he has done for 4 years to harass Trump for his fake News CNN.",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,334,"i see acosta retweeted. is he paid by the dnc, or too stupid to ask for money for all he has done for 4 years to harass trump for his fake news cnn.",elections2020,3
8642,"<user> <user> <user> I see Acosta retweeted. Is he paid by the DNC, or too stupid to ask for money for all he has done for 4 years to harass Trump for his fake News CNN.",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,774,"i see acosta retweeted. is he paid by the dnc, or too stupid to ask for money for all he has done for 4 years to harass trump for his fake news cnn.",elections2020,3
8643,<user> <user> He stood his ground and stood up to Trump and we liked it.,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,570,he stood his ground and stood up to trump and we liked it.,elections2020,3
8643,<user> <user> He stood his ground and stood up to Trump and we liked it.,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,60,he stood his ground and stood up to trump and we liked it.,elections2020,3
8643,<user> <user> He stood his ground and stood up to Trump and we liked it.,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,656,he stood his ground and stood up to trump and we liked it.,elections2020,3
8647,<user> So your ok that these protesters could be killing more blacks by protesting during a pandemic. No social distancing being done. Or do you think Covid 19 has lost its strength.,offensiveness detection,5,en,1,train,0.4,0.6,Covid-19,1,402,so your ok that these protesters could be killing more blacks by protesting during a pandemic. no social distancing being done. or do you think covid 19 has lost its strength.,covid-19,3
8648,"<user> If Fauci said to stick your thumb up your ass to prevent covid, half the people would do just that.",offensiveness detection,5,en,1,train,0.4,0.6,Covid-19,1,546,"if fauci said to stick your thumb up your ass to prevent covid, half the people would do just that.",covid-19,3
8649,"<user> <user> <user> FU brian, can you really not see the difference?? Be gone fool.",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,334,"fu brian, can you really not see the difference?? be gone fool.",elections2020,3
8649,"<user> <user> <user> FU brian, can you really not see the difference?? Be gone fool.",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,616,"fu brian, can you really not see the difference?? be gone fool.",elections2020,3
8649,"<user> <user> <user> FU brian, can you really not see the difference?? Be gone fool.",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,546,"fu brian, can you really not see the difference?? be gone fool.",elections2020,3
8649,"<user> <user> <user> FU brian, can you really not see the difference?? Be gone fool.",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,238,"fu brian, can you really not see the difference?? be gone fool.",elections2020,3
8649,"<user> <user> <user> FU brian, can you really not see the difference?? Be gone fool.",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,41,"fu brian, can you really not see the difference?? be gone fool.",elections2020,3
8650,"Worse yet <user> is still nominating Trump for president, despite knowing he is a criminal and a traitor.",offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,811,"worse yet is still nominating trump for president, despite knowing he is a criminal and a traitor.",covid-19,3
8651,"Being a African American being LGBT 🏳️‍🌈 myself I run into lots a racism from other white LGBT males, and most LGTB hispanics try to act racist right along with them and they want to fight for inclusiveness and equality. What a complete and utter joke. #Elections2020 #LGBT",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,60,"being a african american being lgbt :rainbow_flag: myself i run into lots a racism from other white lgbt males, and most lgtb hispanics try to act racist right along with them and they want to fight for inclusiveness and equality. what a complete and utter joke. #elections2020 #lgbt",elections2020,3
8651,"Being a African American being LGBT 🏳️‍🌈 myself I run into lots a racism from other white LGBT males, and most LGTB hispanics try to act racist right along with them and they want to fight for inclusiveness and equality. What a complete and utter joke. #Elections2020 #LGBT",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,82,"being a african american being lgbt :rainbow_flag: myself i run into lots a racism from other white lgbt males, and most lgtb hispanics try to act racist right along with them and they want to fight for inclusiveness and equality. what a complete and utter joke. #elections2020 #lgbt",elections2020,3
8651,"Being a African American being LGBT 🏳️‍🌈 myself I run into lots a racism from other white LGBT males, and most LGTB hispanics try to act racist right along with them and they want to fight for inclusiveness and equality. What a complete and utter joke. #Elections2020 #LGBT",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,212,"being a african american being lgbt :rainbow_flag: myself i run into lots a racism from other white lgbt males, and most lgtb hispanics try to act racist right along with them and they want to fight for inclusiveness and equality. what a complete and utter joke. #elections2020 #lgbt",elections2020,3
8651,"Being a African American being LGBT 🏳️‍🌈 myself I run into lots a racism from other white LGBT males, and most LGTB hispanics try to act racist right along with them and they want to fight for inclusiveness and equality. What a complete and utter joke. #Elections2020 #LGBT",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,173,"being a african american being lgbt :rainbow_flag: myself i run into lots a racism from other white lgbt males, and most lgtb hispanics try to act racist right along with them and they want to fight for inclusiveness and equality. what a complete and utter joke. #elections2020 #lgbt",elections2020,3
8652,"Holy crap, this by Marcus Smart is phenomenal. We are so blessed to have a guy like this represent Boston.",offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,188,"holy crap, this by marcus smart is phenomenal. we are so blessed to have a guy like this represent boston.",covid-19,3
8652,"Holy crap, this by Marcus Smart is phenomenal. We are so blessed to have a guy like this represent Boston.",offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,515,"holy crap, this by marcus smart is phenomenal. we are so blessed to have a guy like this represent boston.",covid-19,3
8654,Wow just wow👿,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,610,wow just wow:angry_face_with_horns:,covid-19,3
8655,<user> <user> <user> <user> <user> Good job!!!!,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,64,good job!!!!,elections2020,3
8657,<user> Wonder WHY psychopathic behaviors in <user> <user> <user> lead #coronavirus #COVID19 #opioidcrisis #CrimesAgainstHumanity allow Dr. Death Nazi Satanist well-paid serial killer manslaughter &gt;15 plain sight <user> <user>  Dr Sabatier an American #Hitler schemes!,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,763,wonder why psychopathic behaviors in lead #coronavirus #covid19 #opioidcrisis #crimesagainsthumanity allow dr. death nazi satanist well-paid serial killer manslaughter >15 plain sight dr sabatier an american #hitler schemes!,covid-19,3
8659,<user> As someone who lives in that state I find this shit amusing as fuck. He says he’s a republican but yet he takes coronavirus seriously. Mind blowing 😂,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,266,as someone who lives in that state i find this shit amusing as fuck. he says he is a republican but yet he takes coronavirus seriously. mind blowing :face_with_tears_of_joy:,covid-19,3
8659,<user> As someone who lives in that state I find this shit amusing as fuck. He says he’s a republican but yet he takes coronavirus seriously. Mind blowing 😂,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,64,as someone who lives in that state i find this shit amusing as fuck. he says he is a republican but yet he takes coronavirus seriously. mind blowing :face_with_tears_of_joy:,covid-19,3
8659,<user> As someone who lives in that state I find this shit amusing as fuck. He says he’s a republican but yet he takes coronavirus seriously. Mind blowing 😂,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,0,188,as someone who lives in that state i find this shit amusing as fuck. he says he is a republican but yet he takes coronavirus seriously. mind blowing :face_with_tears_of_joy:,covid-19,3
8662,<user> <user> <user> Vote on this guy's state of mind.,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,747,vote on this guy's state of mind.,elections2020,3
8662,<user> <user> <user> Vote on this guy's state of mind.,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,721,vote on this guy's state of mind.,elections2020,3
8662,<user> <user> <user> Vote on this guy's state of mind.,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,0,vote on this guy's state of mind.,elections2020,3
8663,Crooked Joe! Lock him up! Hunter would turn on Joe if you pressured him! <url>,offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,0,515,crooked joe! lock him up! hunter would turn on joe if you pressured him!,covid-19,3
8666,"<user> <user> Let’s hope. However, tens of millions of voters still supporting a *leader* who is openly sexist, racist, unable to feel empathy and opposed to the separation of powers, are casting a very dark shadow over this victory.",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,362,"let us hope. however, tens of millions of voters still supporting a *leader* who is openly sexist, racist, unable to feel empathy and opposed to the separation of powers, are casting a very dark shadow over this victory.",elections2020,3
8666,"<user> <user> Let’s hope. However, tens of millions of voters still supporting a *leader* who is openly sexist, racist, unable to feel empathy and opposed to the separation of powers, are casting a very dark shadow over this victory.",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,713,"let us hope. however, tens of millions of voters still supporting a *leader* who is openly sexist, racist, unable to feel empathy and opposed to the separation of powers, are casting a very dark shadow over this victory.",elections2020,3
8668,"<user> <user> <user> <user> <user> Please make mask madness STOP! People do it WRONG, making it actually likely to get covid/viruses Kids touch constantly! Why do they say over 2yrs need them? Watch video⬇️ #COVIDIOTS <url>",offensiveness detection,5,en,0,train,0.8,0.2,Covid-19,0,334,"please make mask madness stop! people do it wrong, making it actually likely to get covid/viruses kids touch constantly! why do they say over 2yrs need them? watch video:down_arrow: #covidiots",covid-19,3
8670,Well...hot damn. What does this mean for a vaccine? How many damn shots will we have to get?????😳 #COVID19 #COVID #11thHour #msnbc,offensiveness detection,5,en,0,train,0.8,0.2,Covid-19,0,515,well...hot damn. what does this mean for a vaccine? how many damn shots will we have to get?????:flushed_face: #covid19 #covid #11thhour #msnbc,covid-19,3
8671,<user> Joe got his ass kicked on live TV.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,418,joe got his ass kicked on live tv.,elections2020,3
8671,<user> Joe got his ass kicked on live TV.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,266,joe got his ass kicked on live tv.,elections2020,3
8671,<user> Joe got his ass kicked on live TV.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,635,joe got his ass kicked on live tv.,elections2020,3
8671,<user> Joe got his ass kicked on live TV.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,697,joe got his ass kicked on live tv.,elections2020,3
8671,<user> Joe got his ass kicked on live TV.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,20,joe got his ass kicked on live tv.,elections2020,3
8672,<user> You are a FI besides being a Child Predator and a Money Launderer! ✝️🛐🙏,offensiveness detection,5,en,1,train,0.0,1.0,Elections2020,1,88,you are a fi besides being a child predator and a money launderer! :latin_cross::place_of_worship::folded_hands:,elections2020,3
8672,<user> You are a FI besides being a Child Predator and a Money Launderer! ✝️🛐🙏,offensiveness detection,5,en,1,train,0.0,1.0,Elections2020,1,188,you are a fi besides being a child predator and a money launderer! :latin_cross::place_of_worship::folded_hands:,elections2020,3
8672,<user> You are a FI besides being a Child Predator and a Money Launderer! ✝️🛐🙏,offensiveness detection,5,en,1,train,0.0,1.0,Elections2020,1,104,you are a fi besides being a child predator and a money launderer! :latin_cross::place_of_worship::folded_hands:,elections2020,3
8672,<user> You are a FI besides being a Child Predator and a Money Launderer! ✝️🛐🙏,offensiveness detection,5,en,1,train,0.0,1.0,Elections2020,1,730,you are a fi besides being a child predator and a money launderer! :latin_cross::place_of_worship::folded_hands:,elections2020,3
8674,"<user> <user> I took a break from streaming when this whole covid 19 stuff happened, but I'll be back this week and implementing <user> to my very first stream back. Can't wait to run my butt off from pyramid head 📐💀",offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,763,"i took a break from streaming when this whole covid 19 stuff happened, but i will be back this week and implementing to my very first stream back. cannot wait to run my butt off from pyramid head :triangular_ruler::skull:",covid-19,3
8674,"<user> <user> I took a break from streaming when this whole covid 19 stuff happened, but I'll be back this week and implementing <user> to my very first stream back. Can't wait to run my butt off from pyramid head 📐💀",offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,165,"i took a break from streaming when this whole covid 19 stuff happened, but i will be back this week and implementing to my very first stream back. cannot wait to run my butt off from pyramid head :triangular_ruler::skull:",covid-19,3
8675,<user> <user> <user> So are you retarded or just not paying attention? #wakeup we will remember you communist idiots,offensiveness detection,5,en,1,train,0.0,1.0,Elections2020,1,515,so are you retarded or just not paying attention? #wakeup we will remember you communist idiots,elections2020,3
8675,<user> <user> <user> So are you retarded or just not paying attention? #wakeup we will remember you communist idiots,offensiveness detection,5,en,1,train,0.0,1.0,Elections2020,1,188,so are you retarded or just not paying attention? #wakeup we will remember you communist idiots,elections2020,3
8675,<user> <user> <user> So are you retarded or just not paying attention? #wakeup we will remember you communist idiots,offensiveness detection,5,en,1,train,0.0,1.0,Elections2020,1,104,so are you retarded or just not paying attention? #wakeup we will remember you communist idiots,elections2020,3
8675,<user> <user> <user> So are you retarded or just not paying attention? #wakeup we will remember you communist idiots,offensiveness detection,5,en,1,train,0.0,1.0,Elections2020,1,730,so are you retarded or just not paying attention? #wakeup we will remember you communist idiots,elections2020,3
8676,Absolutely nuts.,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,220,absolutely nuts.,covid-19,3
8676,Absolutely nuts.,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,21,absolutely nuts.,covid-19,3
8679,<user> <user> Covid-19 package deal,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,515,covid-19 package deal,covid-19,3
8683,"<user> Well Joe you asked to have your ‘Stupid B*stards’ played, here you go...",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,334,"well joe you asked to have your ‘stupid b*stards’ played, here you go...",elections2020,3
8683,"<user> Well Joe you asked to have your ‘Stupid B*stards’ played, here you go...",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,721,"well joe you asked to have your ‘stupid b*stards’ played, here you go...",elections2020,3
8683,"<user> Well Joe you asked to have your ‘Stupid B*stards’ played, here you go...",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,41,"well joe you asked to have your ‘stupid b*stards’ played, here you go...",elections2020,3
8688,<user> <user> You are a liar.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,82,you are a liar.,elections2020,3
8688,<user> <user> You are a liar.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,42,you are a liar.,elections2020,3
8688,<user> <user> You are a liar.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,774,you are a liar.,elections2020,3
8688,<user> <user> You are a liar.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,381,you are a liar.,elections2020,3
8690,This will hurt economic development in the OECD <url>,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,402,this will hurt economic development in the oecd,covid-19,3
8694,"Not assuming anything, but the race for Michigan is &gt; 40k. Deleting twitter now. <user> <user>",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,747,"not assuming anything, but the race for michigan is > 40k. deleting twitter now.",elections2020,3
8694,"Not assuming anything, but the race for Michigan is &gt; 40k. Deleting twitter now. <user> <user>",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,212,"not assuming anything, but the race for michigan is > 40k. deleting twitter now.",elections2020,3
8694,"Not assuming anything, but the race for Michigan is &gt; 40k. Deleting twitter now. <user> <user>",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,610,"not assuming anything, but the race for michigan is > 40k. deleting twitter now.",elections2020,3
8696,"<user> <user> wants to bring an end to the pandemic, and save lives and jobs. You on the other hand want to ignore it, let people die and don’t give a damn about people losing their jobs or healthcare. You’re just an evil man.",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,334,"wants to bring an end to the pandemic, and save lives and jobs. you on the other hand want to ignore it, let people die and do not give a damn about people losing their jobs or healthcare. you are just an evil man.",elections2020,3
8696,"<user> <user> wants to bring an end to the pandemic, and save lives and jobs. You on the other hand want to ignore it, let people die and don’t give a damn about people losing their jobs or healthcare. You’re just an evil man.",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,546,"wants to bring an end to the pandemic, and save lives and jobs. you on the other hand want to ignore it, let people die and do not give a damn about people losing their jobs or healthcare. you are just an evil man.",elections2020,3
8696,"<user> <user> wants to bring an end to the pandemic, and save lives and jobs. You on the other hand want to ignore it, let people die and don’t give a damn about people losing their jobs or healthcare. You’re just an evil man.",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,601,"wants to bring an end to the pandemic, and save lives and jobs. you on the other hand want to ignore it, let people die and do not give a damn about people losing their jobs or healthcare. you are just an evil man.",elections2020,3
8696,"<user> <user> wants to bring an end to the pandemic, and save lives and jobs. You on the other hand want to ignore it, let people die and don’t give a damn about people losing their jobs or healthcare. You’re just an evil man.",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,479,"wants to bring an end to the pandemic, and save lives and jobs. you on the other hand want to ignore it, let people die and do not give a damn about people losing their jobs or healthcare. you are just an evil man.",elections2020,3
8702,She’s a bona fide nightmare- listen to what her voice tells you about her mind,offensiveness detection,5,en,0,train,0.8,0.2,Covid-19,0,169,she is a bona fide nightmare- listen to what her voice tells you about her mind,covid-19,3
8703,"trash ass drawing, mf can’t even spell",offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,334,"trash ass drawing, mf cannot even spell",elections2020,3
8703,"trash ass drawing, mf can’t even spell",offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,518,"trash ass drawing, mf cannot even spell",elections2020,3
8703,"trash ass drawing, mf can’t even spell",offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,173,"trash ass drawing, mf cannot even spell",elections2020,3
8704,"THIS!!!  Thank you <user>  Americans all over are ignoring this lunatic and voting.  Patriotic Americans, from all political parties, are VOTING and will elect <user> as our next President.  JUST GET OUT AND VOTE!!! <url>",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,238,"this!!! thank you americans all over are ignoring this lunatic and voting. patriotic americans, from all political parties, are voting and will elect as our next president. just get out and vote!!!",elections2020,3
8704,"THIS!!!  Thank you <user>  Americans all over are ignoring this lunatic and voting.  Patriotic Americans, from all political parties, are VOTING and will elect <user> as our next President.  JUST GET OUT AND VOTE!!! <url>",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,334,"this!!! thank you americans all over are ignoring this lunatic and voting. patriotic americans, from all political parties, are voting and will elect as our next president. just get out and vote!!!",elections2020,3
8704,"THIS!!!  Thank you <user>  Americans all over are ignoring this lunatic and voting.  Patriotic Americans, from all political parties, are VOTING and will elect <user> as our next President.  JUST GET OUT AND VOTE!!! <url>",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,144,"this!!! thank you americans all over are ignoring this lunatic and voting. patriotic americans, from all political parties, are voting and will elect as our next president. just get out and vote!!!",elections2020,3
8708,<user> <user> Black lives matter we stand with our muslim brothers in arms in france turkey Pakistan. Shut up white racist pig,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,88,black lives matter we stand with our muslim brothers in arms in france turkey pakistan. shut up white racist pig,elections2020,3
8708,<user> <user> Black lives matter we stand with our muslim brothers in arms in france turkey Pakistan. Shut up white racist pig,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,0,188,black lives matter we stand with our muslim brothers in arms in france turkey pakistan. shut up white racist pig,elections2020,3
8708,<user> <user> Black lives matter we stand with our muslim brothers in arms in france turkey Pakistan. Shut up white racist pig,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,573,black lives matter we stand with our muslim brothers in arms in france turkey pakistan. shut up white racist pig,elections2020,3
8710,"<user> <user> <user> Yeah I'll never forget...  ""The bigger the lie, the more people are willing to believe it.""",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,188,"yeah i will never forget... ""the bigger the lie, the more people are willing to believe it.""",elections2020,3
8710,"<user> <user> <user> Yeah I'll never forget...  ""The bigger the lie, the more people are willing to believe it.""",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,164,"yeah i will never forget... ""the bigger the lie, the more people are willing to believe it.""",elections2020,3
8710,"<user> <user> <user> Yeah I'll never forget...  ""The bigger the lie, the more people are willing to believe it.""",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,793,"yeah i will never forget... ""the bigger the lie, the more people are willing to believe it.""",elections2020,3
8714,This is outrageous! <url>,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,266,this is outrageous!,covid-19,3
8715,More than just Swamp. It is most dirty filthy evils.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,334,more than just swamp. it is most dirty filthy evils.,elections2020,3
8715,More than just Swamp. It is most dirty filthy evils.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,64,more than just swamp. it is most dirty filthy evils.,elections2020,3
8715,More than just Swamp. It is most dirty filthy evils.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,164,more than just swamp. it is most dirty filthy evils.,elections2020,3
8715,More than just Swamp. It is most dirty filthy evils.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,53,more than just swamp. it is most dirty filthy evils.,elections2020,3
8715,More than just Swamp. It is most dirty filthy evils.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,777,more than just swamp. it is most dirty filthy evils.,elections2020,3
8716,<user> <user> <user> He’s a criminal though and a perv,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,334,he is a criminal though and a perv,elections2020,3
8716,<user> <user> <user> He’s a criminal though and a perv,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,118,he is a criminal though and a perv,elections2020,3
8716,<user> <user> <user> He’s a criminal though and a perv,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,697,he is a criminal though and a perv,elections2020,3
8716,<user> <user> <user> He’s a criminal though and a perv,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,573,he is a criminal though and a perv,elections2020,3
8717,Damn it #Covid19. Now you have gone too far. I started watching <user> #anime #myeyeballsaregonnarot <url> <url>,offensiveness detection,5,en,0,train,0.8,0.2,Covid-19,1,266,damn it #covid19. now you have gone too far. i started watching #anime #myeyeballsaregonnarot,covid-19,3
8717,Damn it #Covid19. Now you have gone too far. I started watching <user> #anime #myeyeballsaregonnarot <url> <url>,offensiveness detection,5,en,0,train,0.8,0.2,Covid-19,0,811,damn it #covid19. now you have gone too far. i started watching #anime #myeyeballsaregonnarot,covid-19,3
8719,"""...Trump became ‘lava level mad’ at his staff and said he doesn’t feel they are doing all they can to protect him from the virus...""  Yeah and the public doesn’t feel 45 is doing all he can to protect our country from the virus. 🤷🏽‍♂️  <url>",offensiveness detection,5,en,0,train,0.8,0.2,Covid-19,0,546,"""...trump became ‘lava level mad’ at his staff and said he does not feel they are doing all they can to protect him from the virus..."" yeah and the public does not feel 45 is doing all he can to protect our country from the virus. :man_shrugging_medium_skin_tone:",covid-19,3
8721,<user> <user> What about Joe Biden calling black people the N word over and over?,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,58,what about joe biden calling black people the n word over and over?,elections2020,3
8721,<user> <user> What about Joe Biden calling black people the N word over and over?,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,518,what about joe biden calling black people the n word over and over?,elections2020,3
8721,<user> <user> What about Joe Biden calling black people the N word over and over?,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,192,what about joe biden calling black people the n word over and over?,elections2020,3
8723,"<user> <user> <user> <user> lol. Ah ah bot, your anger is showing. <url>",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,739,"lol. ah ah bot, your anger is showing.",elections2020,3
8723,"<user> <user> <user> <user> lol. Ah ah bot, your anger is showing. <url>",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,656,"lol. ah ah bot, your anger is showing.",elections2020,3
8723,"<user> <user> <user> <user> lol. Ah ah bot, your anger is showing. <url>",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,360,"lol. ah ah bot, your anger is showing.",elections2020,3
8724,So fucking sad. She should have never been incarcerated to begin with. Rest in power.,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,0,188,so fucking sad. she should have never been incarcerated to begin with. rest in power.,covid-19,3
8728,"Trump is a complete Failure as President, he refuses to follow CDC guidelines, his rallies are SuperSpreader Events, Vote No To 4 More Yrs Of This Trump USA Horror Show <user> <user> <user> #VoteBlueToEndTheNightmare #VoteBidenHarris2020 <user> <user> <user> <user>",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,573,"trump is a complete failure as president, he refuses to follow cdc guidelines, his rallies are superspreader events, vote no to 4 more yrs of this trump usa horror show #votebluetoendthenightmare #votebidenharris2020",elections2020,3
8728,"Trump is a complete Failure as President, he refuses to follow CDC guidelines, his rallies are SuperSpreader Events, Vote No To 4 More Yrs Of This Trump USA Horror Show <user> <user> <user> #VoteBlueToEndTheNightmare #VoteBidenHarris2020 <user> <user> <user> <user>",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,719,"trump is a complete failure as president, he refuses to follow cdc guidelines, his rallies are superspreader events, vote no to 4 more yrs of this trump usa horror show #votebluetoendthenightmare #votebidenharris2020",elections2020,3
8729,Trump’s COVID Task Force Is Now Openly Rebelling Against Him <url> via <user>,offensiveness detection,5,en,0,train,0.8,0.2,Covid-19,0,546,trump’s covid task force is now openly rebelling against him via,covid-19,3
8729,Trump’s COVID Task Force Is Now Openly Rebelling Against Him <url> via <user>,offensiveness detection,5,en,0,train,0.8,0.2,Covid-19,0,515,trump’s covid task force is now openly rebelling against him via,covid-19,3
8730,"Trumpers: ""COVID is overblown. But if it isn’t overblown it’s China’s fault. Also Democrats. Also not Trump.""",offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,1,811,"trumpers: ""covid is overblown. but if it is not overblown it is china’s fault. also democrats. also not trump.""",covid-19,3
8731,Hell we gave em smallpox and measles why would they ever let us in ever again?,offensiveness detection,5,en,1,train,0.4,0.6,Covid-19,1,546,hell we gave them smallpox and measles why would they ever let us in ever again?,covid-19,3
8731,Hell we gave em smallpox and measles why would they ever let us in ever again?,offensiveness detection,5,en,1,train,0.4,0.6,Covid-19,0,610,hell we gave them smallpox and measles why would they ever let us in ever again?,covid-19,3
8734,They lynched a Black man in California just like they did in Atlanta but tried to say he killed him self. Nah keep this protest going #BLACK_LIVES_MATTER #BlackLivesMatters,offensiveness detection,5,en,0,train,1.0,0.0,BLM,0,384,they lynched a black man in california just like they did in atlanta but tried to say he killed him self. nah keep this protest going #black_lives_matter #blacklivesmatters,blm,3
8735,<user> <user> <user> <user> Imbecile is one of my favorite words. 😄👍🏻❤️,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,811,imbecile is one of my favorite words. :grinning_face_with_smiling_eyes::thumbs_up_light_skin_tone::red_heart:,elections2020,3
